period,day,month-year,date,opening_balance,payment,interest,principal,prepayment,new_origination,maturity,closing_balance
4,134,2024-06-01,2024-06-12,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,135,2024-06-01,2024-06-13,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,136,2024-06-01,2024-06-14,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,137,2024-06-01,2024-06-15,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,138,2024-06-01,2024-06-16,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,139,2024-06-01,2024-06-17,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,140,2024-06-01,2024-06-18,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,141,2024-06-01,2024-06-19,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,142,2024-06-01,2024-06-20,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,143,2024-06-01,2024-06-21,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,144,2024-06-01,2024-06-22,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,145,2024-06-01,2024-06-23,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,146,2024-06-01,2024-06-24,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,147,2024-06-01,2024-06-25,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,148,2024-06-01,2024-06-26,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,149,2024-06-01,2024-06-27,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,150,2024-06-01,2024-06-28,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,151,2024-06-01,2024-06-29,9031.2,0.0,0.0,0.0,0.0,0,0.0,9031.2
4,152,2024-06-01,2024-06-30,9031.2,325.47,228.15,97.32,225.78,0,0.0,8708.1
5,153,2024-07-01,2024-07-01,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,154,2024-07-01,2024-07-02,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,155,2024-07-01,2024-07-03,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,156,2024-07-01,2024-07-04,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,157,2024-07-01,2024-07-05,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,158,2024-07-01,2024-07-06,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,159,2024-07-01,2024-07-07,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,160,2024-07-01,2024-07-08,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,161,2024-07-01,2024-07-09,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,162,2024-07-01,2024-07-10,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,163,2024-07-01,2024-07-11,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,164,2024-07-01,2024-07-12,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,165,2024-07-01,2024-07-13,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,166,2024-07-01,2024-07-14,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,167,2024-07-01,2024-07-15,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,168,2024-07-01,2024-07-16,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,169,2024-07-01,2024-07-17,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,170,2024-07-01,2024-07-18,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,171,2024-07-01,2024-07-19,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,172,2024-07-01,2024-07-20,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,173,2024-07-01,2024-07-21,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,174,2024-07-01,2024-07-22,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,175,2024-07-01,2024-07-23,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,176,2024-07-01,2024-07-24,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,177,2024-07-01,2024-07-25,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,178,2024-07-01,2024-07-26,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,179,2024-07-01,2024-07-27,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,180,2024-07-01,2024-07-28,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,181,2024-07-01,2024-07-29,8708.1,0.0,0.0,0.0,0.0,0,0.0,8708.1
5,182,2024-07-01,2024-07-30,8708.1,325.47,219.98,105.48,217.7,0,0.0,8384.91
6,183,2024-07-01,2024-07-31,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,184,2024-08-01,2024-08-01,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,185,2024-08-01,2024-08-02,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,186,2024-08-01,2024-08-03,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,187,2024-08-01,2024-08-04,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,188,2024-08-01,2024-08-05,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,189,2024-08-01,2024-08-06,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,190,2024-08-01,2024-08-07,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,191,2024-08-01,2024-08-08,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,192,2024-08-01,2024-08-09,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,193,2024-08-01,2024-08-10,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,194,2024-08-01,2024-08-11,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,195,2024-08-01,2024-08-12,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,196,2024-08-01,2024-08-13,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,197,2024-08-01,2024-08-14,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,198,2024-08-01,2024-08-15,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,199,2024-08-01,2024-08-16,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,200,2024-08-01,2024-08-17,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,201,2024-08-01,2024-08-18,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,202,2024-08-01,2024-08-19,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,203,2024-08-01,2024-08-20,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,204,2024-08-01,2024-08-21,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,205,2024-08-01,2024-08-22,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,206,2024-08-01,2024-08-23,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,207,2024-08-01,2024-08-24,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,208,2024-08-01,2024-08-25,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,209,2024-08-01,2024-08-26,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,210,2024-08-01,2024-08-27,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,211,2024-08-01,2024-08-28,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,212,2024-08-01,2024-08-29,8384.91,0.0,0.0,0.0,0.0,0,0.0,8384.91
6,213,2024-08-01,2024-08-30,8384.91,325.47,211.82,113.65,209.62,0,8061.64,0.0
